Filename,language,dur,lartype,family,area,norm.soe
02-bonnet,Zurich German,53.724,h,Indo-European,Eurasia,0.09534292356061946
09-to-fetch,Zurich German,59.08099999999999,h,Indo-European,Eurasia,0.3874018623306925
10-hay,Zurich German,54.525,h,Indo-European,Eurasia,0.5700326843078547
10-to-sit,Zurich German,63.46900000000001,h,Indo-European,Eurasia,0.4319996262131227
17-hares,Zurich German,78.449,h,Indo-European,Eurasia,0.5678555224047308
20-hollow,Zurich German,65.031,h,Indo-European,Eurasia,0.6070852322638433
22-hand,Zurich German,84.3,h,Indo-European,Eurasia,0.393638801455678
31-potato01,Zurich German,100.815,h,Indo-European,Eurasia,0.5459593545657153
32-potato02,Zurich German,100.949,h,Indo-European,Eurasia,0.25780382855861156
33-to-hack,Zurich German,73.60000000000001,h,Indo-European,Eurasia,0.22010548126835586
36-hold,Zurich German,75.15799999999999,h,Indo-European,Eurasia,0.6350191500725135
47-sky,Zurich German,101.257,h,Indo-European,Eurasia,0.66707529581143
